ranking,nome_hotel,nota,titulo,texto,data,ano
5,Hotel Le Renard,5,"Hotel excepcional, muito bem localizado. Funcionários extremamente atenciosos. Vista linda e piscina deliciosa","Grata surpresa! Hotel bem localizado, próximo ao centro, local tranquilo, silencioso.  Funciarios extremamente atenciosos! Para família o hotel oferece bastante estrutura: piscina, brinquedinhos, ping pong etc. A van para o centrinho é muito útil pra alta temporada.",mar. de 2022,2022
5,Hotel Le Renard,5,Carnaval no Le Renard,"Hotel excelente e muito agradável. Serviço ótimo, funcionários educadíssimos e muito atenciosos. Possui serviço de transfer apesar da proximidade do centro, o que ajuda bastante. Café da manhã e refeições em geral muito boas !! ",mar. de 2022,2022
5,Hotel Le Renard,5,Hotel excelente e com ótima localização em Capivari,"Visitamos o hotel em janeiro de 2022. Achamos extremamente bem cuidado, com uma construção linda. O atendimento na recepção foi muito cordial, com todos os colaboradores muito solícitos e educados. O hotel é limpíssimo e organizado, inclusive vi por duas ocasiões em um período de 5 dias, o chão dos halls e corredores serem lavados e isso me impressionou muito positivamente. A área da piscina é muito agradável, com piscinas aquecidas em um jardim bem cuidado, com muitas cadeiras confortáveis e mesa de tênis de mesa. O visual da área da piscina é lindo, com a visão do hotel e de araucárias típicas da região. O espaço fica particularmente gostoso no final da tarde com o por do sol. Também muito agradável é a área do restaurante, com amplas janelas com um visual maravilhoso do Morro",jan. de 2022,2022
5,Hotel Le Renard,5,"Conforto, gentileza e TRANSFER!","Estive com meu esposo no Hotel Le Renard de 03 à 06 de Janeiro de 2022, e nossa experiência foi incrivelmente perfeita, fez jus às avalições que eu havia pesquisado antes. Todos os funcionários (sem exceção) são cordiais, gentis, educados, ojetivos, fazem de tudo para agradar. O clima do hotel é maravilhoso, um ambiente acolhedor, com músicas tocando bem baixinhas (mas não é qualquer música, e sim ""som ambiente"", aliás estão de parabéns com o repertório, por muitas vezes ficamos no restaurante só pra escutar as músicas naquele clima acolhedor, pouca luz, poucas pessoas... Achei super destacar a sopa que oferecem à noite (sem custo), por vezes vc está cansado e não quer ir ao centrinho, então uma sopinha vai muuito bem. Os produtos do frigobar são grátis, achei isso muito legal,",jan. de 2022,2022
5,Hotel Le Renard,5,Atendimento perfeito,Localização privilegiada. Uma dublou faz o transfer até o centro de Capivari. Café da manhã. Chá da tarde e caldos bem servidos. Atendimento carinhoso. Agradeça Juliana e equipe pelo bolo de aniversário a minha esposa. Instalações amplas e bem equipadas. Cofre e TVs de tela grande com ampla variedade de programação. Ar condicionado e aquecedores. Toileterias de marca. Enfim uma hospedagem nota dez.,dez. de 2021,2021
5,Hotel Le Renard,5,Surpreendente,O atendimento do hotel é de tirar o chapéu! Fizeram de tudo para nos deixar confortáveis. Às vezes sem que precisássemos pedir! O garçon Diego tem seu destaque. Muito boa gente mesmo e um entendedor de cervejas! Amamos tudo o que comemos. Principalmente o chá da tarde dos finais de semana. É próximo do centro em uma rua bem tranquila. O trasfer nos ajudou nos passeios noturnos com as crianças. A piscina climatizada é uma delícia. Voltaria com certeza e super indico!,dez. de 2021,2021
5,Hotel Le Renard,5,Excelente!,"Ótima localização, equipe, instalações e quartos excelentes. Bem perto do centro turístico, 5 minutos de caminhada e também oferecem transfer. Café da manhã, chá da tarde e sopa a noite - incluídos na diária, o restaurante é de muito boa qualidade.  Único ponto a melhorar, limpeza dos quartos em dias mais movimentados. Ficamos numa suíte de dois andares, vista incrível. ",dez. de 2021,2021
5,Hotel Le Renard,5,Excelente! Fora da curva!,"Atendimento excepcional! Simpáticos e dispostos! Suítes com muito conforto, limpeza e excelente localização! Café da manhã com qualidade e estacionamento coberto! Para o casal que procura tranquilidade recomendo.",dez. de 2021,2021
5,Hotel Le Renard,5,Excelente,"Nossa Segunda  estadia no hotel. Tudo que é anunciado procede. Acomodações,  alimentação,  conforto, limpeza,  bom atendimento, cortesias do transfer, frigobar,  caldos e sopas  a noite.  Pode se hospedar sem medo Vale o valor  da diária.   ",nov. de 2021,2021
5,Hotel Le Renard,5,Excelente experiência em Campos,"Muito conforto, quartos e espaços amplos. Cuidados nos mínimos detalhes - amenites do banheiro da marca l'occitane, mesa de café da manhã enorme com opções saudáveis, sem glúten e sem lactose, aromatização do hotel inteiro com o cheiro amadeirado delicioso, transporte para o centro, limpeza impecável e muita simpatia e hospitalidade. Já conhecia Campos do Jordão, mas as dicas de passeio que me deram na recepção fizeram desta minha estada em Campos uma experiência diferente. Adorei.",nov. de 2021,2021
5,Hotel Le Renard,5,Ótimo pra quem gosta de conforto e bom atendimento. ,Muito acolhedor e cheio de detalhes que fazem a diferença. Quarto muito confortável e funcionários sempre preocupados  com o nosso conforto. Café da manhã super agradável com opções da região. Caldos a noite muito saborosos com ingredientes fresquinhos. Tudo muito limpo e arrumado.,nov. de 2021,2021
5,Hotel Le Renard,5,Otimo,"Gostei muito do Hotel, realmente me surpreendeu. Café da manhã perfeito, ótimo atendimento. Quarto muito confortável e limpo. Lugar incrível para sua viagem, com certeza eu voltarei mais vezes. Estão todos de parabéns!                                                                                                                                                             ",nov. de 2021,2021
5,Hotel Le Renard,5,Perfeito nos mínimos detalhes,"Se procura um lugar aconchegante, em ótima localização, com muito verde, silencio, refeições deliciosas e um atendimento de primeira; o Hotel Le Renard é assim. Nossa experiência foi perfeita, desde a reserva via fone, até o check-out. E se preferir jantar no Hotel, não desperdice essa oportunidade, pois os pratos são especialmente deliciosos. Voltaremos em breve, com certeza! ",out. de 2021,2021
5,Hotel Le Renard,5,Muito bom,"Hotel muito gostoso, preço honesto, protocolos de COVID levados a serio, limpo, funcionários muito educados, café da manhã variado e bem servido e boa localização. Recomendo e vou retornar em próximas oportunidades!",out. de 2021,2021
5,Hotel Le Renard,5,Estadia Le Renard,"Estivemos no hotel para comemorar nosso aniversário de casamento e fomos muito bem recepcionados. Gostamos muito das acomadações, comida de excelente qualidade e atimento excepcional de todos os funcionários.",out. de 2021,2021
5,Hotel Le Renard,5,Hotel Renard,"Permaneci por quatro dias no hotel com meu filho. O atendimento foi fantástico, tanto na recepção quanto nos quartos e restaurante. O café da manhã é excelente com muitas variedades. O quarto sempre limpo com boas acomodações. A refeição do hotel também é de excelente qualidade. Gostei muito do atendimento de todos. Parabéns! Voltarei várias vezes",out. de 2021,2021
5,Hotel Le Renard,5,Adorei!!,"Amei a estadia!!!O Quarto e´otimo, muito limpo e os funcionarios muito atenciosos!!!Cafe da manha tambem muito caprichado!!Gostei do silencio do local!!!Muito bom para descansar!!!Pretendo voltar com certeza!!!",out. de 2021,2021
5,Hotel Le Renard,5,ESTADIA,"Hotel excelente , melhor estadia que tivemos , da entrada a saída do hotel, tudo perfeito , foram dias maravilhosos , obrigado Hotel Le Renard e todos os colaboradores por todo carinho comigo e com minha família, indico para todos e com toda certeza eu e minha família voltaremos mais vezes ",set. de 2021,2021
5,Hotel Le Renard,5,Localização e atendimento espetaculares,"Gostamos muito da nossa estadia no Hotel. Localização excelente, atendimento de primeira qualidade, equipe super atenciosa e prestativa. Quartos amplos e bem decorados. Café da manhã com muitas opções de alimentos.",set. de 2021,2021
5,Hotel Le Renard,5,Ótima opção de hospedagem,"Atendimento excelente, suite confortável, ótimo café da manhã e muita cortesia dos funcionários. Localização muito boa, próximo ao centro, podendo ir a pé. Local tranquilo, silencioso e ideal para descansar.",set. de 2021,2021
5,Hotel Le Renard,5,Excelente,Hotel excelente! Quartos grandes! Equipe atenciosa e prestativa! Super recomendado! Transfer nota 10! Café da manhã delicioso! Bem localizado perto dos principais pontos turísticos! Academia pequena mas bem organizada e permite realizar as atividades normais!,set. de 2021,2021
5,Hotel Le Renard,5,Visita com a turma,"Hotel delicioso, super familiar. O atendimento foi impecavel, gentis e discretos. A vista encanta quem Fica na piscna ou no fogo de chão.  Pode-se chegar ao centro ho a pé.  O café da manhã super balanceado e gostoso. Só posso agradecer os momentos deliciosos que passamos com noss turma no hotel.",ago. de 2021,2021
5,Hotel Le Renard,5,O melhor de C jordao,"Excepcional, simplesmente isso, hotel pequeno, aconchegante, cafe da manha fantastico, cha da tarde, sopa a noite na lareira, transfer ida e volta a capivari apesar de ser menos de 1 km de distancia, voltarei com certeza, limpeza e cortesia da entrada ate a saida!",ago. de 2021,2021
5,Hotel Le Renard,5,Tudo impecável! Excelente mini ferias e niver!,"Tudo PERFEITO! Imagine um lugar com tudo perfeito!  Principalmente em tempos de covid, tudo higienizado com todo o cuidado! Alem disso como era a semana do meu niver e reservamos direto no site do hotel, recebemos upgrade e alem de um lindo bolo delicioso de niver e com um cartao lindinho que reflete todo o carinho de todos. O cafe da manha excelente, sopas a noite e frigobar free maravilhosos, poder estacionar o carro na garagem e utilizar o translado ida e volta para o centrinho nao tem preco! A noite nao passei bem e mesmo nao tendo atendimento 24hs eu recebi um chazinho maravilhoso que me ajudou muito mesmo! TODO o staff esta de PARABENS! Com certeza indico e pretendo voltar varias vezes! Muito obrigada!",ago. de 2021,2021
5,Hotel Le Renard,5,A experiência foi excelente!,"Atendimento no check in, check out e transfer incomparáveis. Os funcionários são atenciosos, respeitosos e preocupados com o bem estar dos hóspedes tanto no hotel quanto na cidade. Dicas ótimas de passeios. Os caldos servidos no período da noite são deliciosos, atenção ao Márcio, garçom que nos atendeu, atencioso e educado! O café da manhã foi servido, a nosso pedido, no quarto: completo e variado.",ago. de 2021,2021
5,Hotel Le Renard,5,Estadia perfeita!,A estadia foi maravilhosa! Nos sentimos mto bem recebidos e acolhidos! O time do hotel eh mto educado e querido! Amamos o bolinho de aniversário que fizeram para meu marido!❤️ As instalações do hotel e do quarto são excelentes. O café da manhã e os caldos à noite são deliciosos! Não tenho nenhuma sugestão de melhoria. Vou embora com vontade de voltar logo! Parabéns pelo trabalho!,jul. de 2021,2021
5,Hotel Le Renard,5,Excelente,"Adoramos o hotel, quarto limpo e  aconchegante, café da manhã delicioso, equipe foi muito atenciosa. Próximo ao centro, super recomendamos, ficamos na suíte presidencial com vista para o teleférico e um por do sol lindo.     ",jul. de 2021,2021
5,Hotel Le Renard,5,ÓTIMA LOCALIZAÇÃO,"Ótimo hotel, excelente localização, equipe preparada, prestativa e educada. Quartos limpos. Oferece Chá da tarde aos finais de semana. Bom chuveiro, banheira um pouco pequena, mas fomos avisados do tamanho antes de realizar a reserva.",jul. de 2021,2021
5,Hotel Le Renard,5,Nota 10,"Hotel excelente para férias inesquecíveis. Alguns dos pontos de destaque: 1) ótima localização e com serviço de transfer para o centro incluso até as 23 hs. Isto de noite faz a diferença realmente. 2) frigobar livre com uma reposição diária. 3) cortesia de cremes e sopas todas as noites. 4) Sauna, academia, mirante e mais. Le Renard, altamente recomendado.",jul. de 2021,2021
5,Hotel Le Renard,5,Viagem Família,"Fizemos uma viagem em família e todos adoraram o hotel ! !! Hotel com toda comodidade , o staff não poderiam ser melhor tanto na delicadeza como na atenção com os hóspedes !Os quartos com todo conforto calefação nos quartos , banheiros com aquecedores de toalhas. O café da manhã muito bom e a comida do restaurante uma delícia !! Hotel super recomendando !!",jun. de 2021,2021
5,Hotel Le Renard,5,Maravilhoso,"Resolvemos estender nossa estadia em Campos do Jordão e em uma rápida pesquisa encontramos o Le Renard. Apesar de ficarmos somente um dia, foi o suficiente para avaliar muito bem. Atendimento nota 10! Extremamente organizado e higienizado em relação ao covid. Café da tarde maravilhoso!  A noite eles servem uma sopinha que aquece a barriga e o coração ❤! Minha bebê dormiu e eles levaram para mim e meu esposo no quarto.  Que delícia de caldos! O café da manhã com uma variedade incrível.  Fizemos massagens relaxantes com uma profissional maravilhosa! Quartos limpos ,cheirosos,lençóis impecáveis. Vamos voltar com certeza!",jun. de 2021,2021
5,Hotel Le Renard,5,Hotel excelente,"Hotel maravilhoso, tudo perfeito, suítes fantástica, funcionários atenciosos e educados, limpeza, cuidados com o Covid, café da manhã divino. Parabéns ao Hotel Le Renard em Campos do Jordão. Voltarei e indicarei este hotel. ",jun. de 2021,2021
5,Hotel Le Renard,5,Fantástico Hotel em Excelente Localização!!!,"Hotel muito bem localizado, a poucos minutos do centro de Campos do Jordão, dispensando o estresse de dirigir pela cidade e pagar valores exorbitantes em estacionamentos... Equipe extremamente atenciosa, simpática e profissional... Quarto espaçoso, muito confortável e caprichosamente limpo... Estacionamento gratuito, wi-fi em todas as dependências do hotel...",jun. de 2021,2021
5,Hotel Le Renard,5,Dias felizes,"Gostamos muito do hotel. Desde o atendimento, até às acomodaçóes! Café da manhã muito bom e cardápio de almoço e jantar também excelente. Enfim foram dias muito agradáveis os que passamos no Le Renard!",jun. de 2021,2021
5,Hotel Le Renard,5,Incomparável,"Já perdi as contas de quantas vezes nos hospedamos no Le Renard, ele tem tudo o que procuramos num hotel: Limpeza Impecável; Atendimento (de TODOS OS FUNCIONÁRIOS) perfeito Café da manhã delicioso e muito variado Transfer para o centro, ou seja, seu carro não sai da garagem Mimos deixados no quarto , sempre uma surpresa diferente. Chá da tarde com bolos e variações  Caldos à noite (imperdíveis) maravilhosos Tudo que você encontra no bar do seu quarto é para livre consumo e sem cobrança extra. Um ambiente bem decorado e que traz uma tranquilidade E quando levamos nossos filhos, são sempre bem acolhidos e desfrutam da piscina aquecida e do pula pula no jardim  Ele virou nossa referência....se vamos para outro destino é inevitável comparar os hotéis e soltarmos a frase "" Não é um",mai. de 2021,2021
5,Hotel Le Renard,5,"Hotel Excepcional, sem dúvida o melhor hotel.","O que dizer desse Hotel que não deixou nada a desejar??? Primeiramente queremos agradecer a todos os colaboradores que foram todos atenciosos. Estivemos no hotel de 13 a 16/05/21 comemorando o aniversário de minha esposa e logo na chegada ela foi surpreendida com um delicioso bolo. Hotel nos surpreendeu demais, localização perfeita para quem busca estar perto do centro de Capivari, porém, com uma tranquilidade incrível. Quarto sempre limpo e muito confortável, café da manhã surpreendente, todas as noites tem uma Sopa magnífica, frigobar free que nos favorece demais. Se alguém estiver com dúvida de onde se hospedar em Campos do Jordão, garanto que não se arrependerão com a hospedagem no Le Renard. Parabéns a toda equipe desse maravilhoso hotel. Gedson e Izamara.   ",mai. de 2021,2021
5,Hotel Le Renard,5,Hotel maravilhoso!!! atendimento perfeito.,"Fazia muito tempo que não via um hotel que trata tão bem seus hóspedes como fomos atendidos nesse final de semana em campos!!! Passamos um final de semana maravilhoso, o hotel é lindo, tudo muito novo, de primeira, comida maravilhosa, e fora os funcionários, que são de uma extrema educação e cordialidade. Com certeza iremos voltar em breve, já estamos com saudades!",mai. de 2021,2021
5,Hotel Le Renard,5,Espetacular,"Hotel Maravilhoso, Gerente e funcionários muito prestativos nunca fui tão bem atendida em um hotel como neste, passamos um dia das mães excelente, café da manhã perfeito tem de tudo, indico 100% não falhou em nada para mim, com certeza voltarei",mai. de 2021,2021
5,Hotel Le Renard,5,O melhor hotel de Campos de Jordão,"Hotel maravilhoso... Profissionais extremamente educados e solícitos. Nunca vi um atendimento tão maravilho, desde que você chega até a saída.  Café da manhã excelente, enxoval e amenities de qualidade, chá da tarde e uma sopinha a noite... e você ainda tem um transfer para o centro que ajuda bastante... Esse hotel é tudo de bom!! Fui comemorar meu aniversário de casamento com a minha esposa e o filho e ainda fomos agraciado como uma linda  tábua de petiscos...",mai. de 2021,2021
5,Hotel Le Renard,4,Le Renard Campos Jordão,"Ja tinha estado neste hotel, apesar de antigo a manutenção esta muito boa, a localização é ideal e o atendimento esmerado. Apesar de algumas restrições devido a Covid ainda ha oportunidade de entretenimento local (sauna). O restaurante tem bom serviço e cardapio. Estão bem adaptados aos protocolos Covid",mai. de 2021,2021
5,Hotel Le Renard,5,Aconchego em Campos,Excelente atendimento da recepção até as camareiras com quartos amplos camas grandes bom chuveiro e café da manhã dos Reis completicimo.  Detalhe está a walking distance do centrinho da cidade o Capilaridade!!!,abr. de 2021,2021
5,Hotel Le Renard,5,Ótima opção!,"Excelente opção em Campos do Jordão, quarto espaçoso e limpíssimo, café da manhã delicioso e com todos os protocolos, excelência também em todos serviços prestados por todos atendentes. Gostamos e iremos voltar em breve. Como sugestão disse para instalarem uma tomada Steck para veículos elétricos e um checkout latest no domingo como opção já visto em outras cadeias hoteleiras.",abr. de 2021,2021
5,Hotel Le Renard,5,Excelente Hotel,"Ficamos hospedados em Janeiro de 2021, tivemos uma excelente estadia, serviço de quarto nota 1000, quarto super limpo, funcionários atenciosos e prestativos! Iremos voltar com certeza! Super recomendo! ",abr. de 2021,2021
5,Hotel Le Renard,4,Opção muito boa!!!,"Estivemos em família em um final de semana após liberação da fase vermelha de restrição por conta da Pandemia. Atendimento atencioso e cordial, os funcionários fazendo possível para agradar o hóspede dentro de um  cenário ruim para todos. Os quartos são amplos, limpos e confortáveis. Jantamos no hotel na noite de sábado devido as restrições de horários nos restaurantes da cidade. Nossa escolha fondue 🫕 de queijo e chocolate 🍫. Tudo preparado com muita atenção, com lareira acessa e muita atenção dos garçons. O café da manhã com pouca opção, mas totalmente aceitável, um hóspede com um mínimo de bom senso vai conseguir entender o momento, mas tudo bem gostoso e com uma vista bem legal para o morro do elefante. Por fim, uma boa experiência dentro de um cenário de restrições, e com",fev. de 2021,2021
5,Hotel Le Renard,2,Em declinio,"É com pesar que faço essa avaliação, o Lê Renard sempre ocupou um lugar especial no nosso coração, e pq minha filha adora esse hotel. Bom, estivemos aqui em outubro na pandemia, e tudo estava bem, voltamos agora em janeiro, e o hotel perdeu sua excelência. Quarto com pia entupida, controle que não funciona, o jantar no hotel demorou aproximadamente 1 hora para ser servido, a lareira que antes ficava acessa, agora vc tem que pedir pra acender, o pão da sopa, parecia dormido. E o café da manhã, uma tristeza, se comparado aos anteriores. Nem bolo eles tinham no café, na verdade tinham uma mistura de pão que chamaram de bolo, e requeijão não faz mais parte do cardápio. O serviço piorou, é um hotel que não vai deixar saudades, infelizmente. ",jan. de 2021,2021
5,Hotel Le Renard,5,Excelente Serviço.,"Nenhuma queixa. Estrutura física bastante boa, excelente Wi-Fi para quem precisa trabalhar nas viagens de férias, muito boa localização, local muito tranquilo, excelente café da manhã, restaurante do hotel excelente, higiene em geral muito cuidadosa e um atendimento dos colaboradores do hotel de primeiríssima qualidade.",jan. de 2021,2021
5,Hotel Le Renard,5,Atendimento e zelo excepcional,"O atendimento por parte de todos os funcionários é excelente,  todos muito educados,  solicitos, volto a falar atendimento excepcional,  sendo que um carinho especial pela Sônia. O hotel tem uma estrutura ótima, nos deixando muito confortável e com todos os cuidados em relação a Pandemia. O café da manhã é muito bom e o cardápio do restaurante bem variado. Tudo perfeito,  serviço de transferência, camareira, recepção,  restaurante... Estivemos no hotel na véspera do Ano Novo e o hotel foi de uma delicadeza. Recomendo com certeza para todos.",jan. de 2021,2021
5,Hotel Le Renard,5,"Como sempre, impecáveis!","Pelo 4o. ano consecutivo passo as festas de final de ano nesse hotel. Como sempre e, ainda mais nesse momento de muita cautela, o hotel se mostrou dentro das normas sanitárias. Desde a recepção, restaurante e apartamentos muito cuidado. Aliado a isso, a cordialidade dos colaboradores é sensacional.",jan. de 2021,2021
5,Hotel Le Renard,5,Simplesmente o melhor de Campos do Jordão !,"Após uma semana estressante e de buscas por hotéis que conseguisse relaxar, deparo-me com o Le Renard, que ao ler os comentários, criou-me expectativas além das ""normais"". E elas, as expectativas, foram superadas em mais de 100%, ao adentrar no hotel e ser recebido pelo Marcelo, pessoa muitíssima educada, muito cordial, que transmitiu todas informações necessárias, inclusive sobre os procedimentos de segurança ao Covid 19. Ao dirigir-me à suíte, chamou-me a atenção o lacre da porta, com a informação ""higienizado"". Viajei algumas vezes durante a pandemia, e não vi, nos hotéis que me hospedei, tanto cuidado e respeito à doença. Neste quesito, a nota 10 é pouca !   O quarto, muito bem decorado e organizado, havia um ""mimo"", uma carta de boas vindas, escrita pela Camareira Marcela,",jan. de 2021,2021
5,Hotel Le Renard,5,Melhor escolha,"Além da localização estratégica, acomodações excelentes, o atendimento é uma experiência à parte! Funcionários extremamente educados, solícitos e simpáticos. Realmente você se sente em casa e abraçado por uma equipe tão competente.  Em época de pandemia, estão cumprindo com todo rigor as medidas necessárias, em todas as partes do hotel.  É de fato a melhor escolha para Campos do Jordão!",jan. de 2021,2021
5,Hotel Le Renard,5,Hotel receptivo e aconchegante,"Nos hospedamos no período do Natal, fomos muito bem recebidos e com todos os protocolos de COVID19, o que nos deu bastante segurança. A cidade permaneceu em lockdown por 3 dias, onde desfrutamos do hotel, toda sua estrutura e os mimos dados pelo hotel. Sentimos falta apenas de uma cobertura na piscina, pois seria melhor aproveitada em dias frios e de chuva. Nos sentimos em casa!",jan. de 2021,2021
5,Hotel Le Renard,5,Excelente estadia durante o Natal de 2020,"Desde o check-in até o check-out, somente boas experiências.  Funcionários atenciosos, muito educados  e eficientes.  Instalações de boa qualidade, quarto amplo e arejado, serviços de limpeza e reposição dos itens sem restrições.  Café da manhã, com assistência devido pandemia, bastante farto e variado. O café é servido  das 8:00  as 11:30, e este horário estendido permite que seja apreciado com tranquilidade.  O chá da tarde e a sopa/caldos à noite são mimos a mais.  Durante alguns dias da estadia os restaurantes da cidade   estavam fechados devido pandemia, mas o restaurante do Hotel funcionou normalmente e atendeu perfeitamente.  Percebe-se que é um hotel que se preocupa com os detalhes para agradar os hóspedes.",dez. de 2020,2020
5,Hotel Le Renard,5,Recepção impecável.,"Funcionários extremamente atenciosos. Hotel limpo, muito bem conservado e aconchegante. Roupa de cama e banho confortáveis. Quarto espaçoso. Café da manhã farto e completo. Localização excelente, apesar da ladeira (típico do local). Mas o serviço de van do hotel  auxilia com primor. ",dez. de 2020,2020
5,Hotel Le Renard,5,Sensacional,"Hotel excelente, muito aconchegante, com ótimo café da manhã. Atendimento muito atencioso e cordial dos funcionários, tanto no café da manhã, quanto na janta. Caldos deliciosos servidos como cortesia no final de semana. Amenities de ótima qualidade, assim como toalhas e roupas de cama. Realmente diferenciado. Vale muito a pena e voltaremos com certeza. ",dez. de 2020,2020
5,Hotel Le Renard,5,Excepcional,"Sem sombra de dúvidas um dos melhores hotéis que já ficamos. Em primeiro lugar destacamos a educação de TODOS os funcionários. Acho que nunca fomos tão bem tratados. Quarto aconchegante, cama deliciosa, banheiro bem limpo. Café da manhã sensacional, muitas opções e todos os cuidados com contaminação COVID-19. Na sexta e no sábado também é oferecido chá da tarde, também muito gostoso.  Outro ponto positivo é o transfer que leva ao centrinho. Na hora que pedimos já estava disponível e para voltar era só enviar uma mensagem que nos buscavam.  A próxima vez que voltarmos a Campos com certeza será nossa escolha! ",nov. de 2020,2020
5,Hotel Le Renard,5,Hotel Sensacional,"Próximo ao centro, podendo ir a pé ou de transfer.  Funcionários extremamente atenciosos, quarto espaçoso e  moderno, dois tipos de sauna - úmida e molhada, piscina aquecida....excelente opção em Campos do Jordão. Cafe da manha maravilhoso, seguindo todas as precauções e procedimentos Covid 19",nov. de 2020,2020
5,Hotel Le Renard,5,Hotel Excelente,"Funcionários atenciosos e prestativos. Café da manhã excelente,tapioca e ovo mexido feitos na hora,mesmo com os devidos cuidados de distanciamento e higiene,tudo muito bem servido. Voltarei mais vezes.",nov. de 2020,2020
5,Hotel Le Renard,5,Nossa segunda casa!!,"O hotel mais diferenciado de Campos, com todo seu charme, aconchego e principalmente calor humano. Atendimento excepcional e pra tudo se dá jeito nesse hotel. Parece que não existe a palavra NÃO. Nos sentimos em casa no Le Renard e não dá pra pensar em outro local em Campos se não for aqui. Diferencial também é o transfer gratuito para o centro e outros lugares de Campos, não precisando tirar o carro do estacionamento e evitando o absurdo que cobram dos estacionamentos em Campos. Perfeito!!",out. de 2020,2020
