nome_hotel,nota,titulo,texto,data
Hotel Refugio da Montanha,5,Perfeição em Hotel,"Honestamente, já passei por muitos hotéis. É inacreditável o cuidado do hotel refúgio da montanha tem com os hóspedes. Pensaram em  Cada detalhe. Eu com certeza indicarei para amigos e todos que visitarem gramado. Parabéns!!!!",jul. de 2021
Hotel Refugio da Montanha,5,Sem palavras!,"Pode dar nota mil?! Eu e meu esposo estamos emocionados com a surpresa de um quarto lindamente decorado com balões, pétalas, chocolate, morangos e espumante! Melhor estadia da nossa lua de mel! AMAMOS MUITO! Nossa gratidão ao Hotel Refúgio!",jul. de 2021
Hotel Refugio da Montanha,5,Ferias fantásticas num hotel maravilhoso,O hotel é maravilhoso. Localizado numa área linda. Tudo perfeito e bem organizado. Pessoal sempre muito atencioso. Viajamos com nossa neta pet que também foi muito bem recepcionada com mimos e atenção. Inclusive tem área para você passear seu Pet e ainda poder descansar enquanto ele se diverte. Nossa família ficou encantada com o hotel. Com certeza voltaremos.,jul. de 2021
Hotel Refugio da Montanha,5,Excelente,"Tudo impecavel, quarto, café da manhã, atendimento, localização, tudo. O quarto é incrível, super preparado para o inverno. A funcionária Débora e maravilhosa, super atenciosa, nos ajudou com algumas dicas. Super recomendo",jul. de 2021
Hotel Refugio da Montanha,5,Excelente hotel!,"Hotel muito bom, com celafação, café da manhã excelente, funcionários bem treinados e prestativos. Fomos recebimos com uma taça de espumante de boas vindas. Super recomendo a hospedagem no Refugio das Montanhas!!",jul. de 2021
Hotel Refugio da Montanha,5,Aconchego e bom trato,"Estivemos durante um final de semana hospedado no hotel para curtir o frio de Gramado,e fomos surpreendidos pelo atendimento e capricho nas instalações do hotel. Profissionais prontamente atendendo qualquer tipo de necessidade dos hóspedes e um trato único.",jul. de 2021
Hotel Refugio da Montanha,5,Excelente hotel. Vale muito a hospedagem. Altamente recomendado.,"Hotel maravilhoso. Aconchegante, limpo, moderno e bem localizado. Excelente atendimento da equipe. O café da manhã é de altíssimo nível, um ponto alto da estadia com certeza. Das experiências em Gramado, afirmo que foi o melhor hotel que já fiquei.",jul. de 2021
Hotel Refugio da Montanha,5,Viajem Gramado,"Hotel excelente, muito confortável, limpo, organizado e muito bonito. Funcionários muito educados e prestativos. O café apesar do detalhe de estar sendo servido pelos funcionários, foi muito farto e diversificado.",jul. de 2021
Hotel Refugio da Montanha,5,Férias casal e pet,"Ficamos hospedados 5 dias e foi tudo perfeito.Fomos bem recepcionados tomamos uma taça de champanhe de boas vindas .  O Quarto com aquecimento automático todos os detalhes do hotel e quarto demonstram o carinho e cuidado com os hóspedes . Café da manhã maravilhoso,luvas e álcool para utilização.  As camareiras e utilização máscaras para a limpeza dos quartos.  Sentimos muitos seguros no hotel. O pet é bem tratado no hotel realmente eles gostam de animais e tem uma super cama para nosso pet no quarto, achei incrível.",jul. de 2021
Hotel Refugio da Montanha,5,Melhor hotel!,"O hotel oferece um excelente conforto aos hóspedes, desde a entrada até a saída. Fomos com pet e fomos muito bem recebidos, tem área para café da manhã para ir com o pet junto. Os funcionários muito simpáticos e educados, sempre prestativos. O chão do banheiro aquecido, o que ajuda muito, além do espaço do quarto e o conforto da cama.",jul. de 2021
Hotel Refugio da Montanha,5,Férias em Gramado,"Nota 10 para hotel Refúgio das Montanhas, passeios, restaurantes e clima 😊 destaque para o Hard Rock Café lanche e atendimento espetacular. O clima estava em torno de 20 graus e com sol todos os dias... Imperdível o lanche da tarde na casa da velha bruxa.",jul. de 2021
Hotel Refugio da Montanha,5,Melhor lugar do mundo,"Lugar maravilhoso, hotel mais lindo da região, os funcionários são as melhores pessoas do mundo, cafe da manha sensacional, restaurante tem os melhores cozinheiros, enfim sem palavras para descreves essa experiencia maravilhosa, e não vejo a hora de voltar.",jul. de 2021
Hotel Refugio da Montanha,5,Conforto e ótima localização,"Localização excelente, perto de vários pontos turismos.  Quarto bem organizado, cama mega confortável e chuveiro forte e relaxante. Que café da manhã maravilhoso! Já estamos com saudades. Todos os funcionários muito atenciosos. Apenas façam a massagem relaxante, não tem nada igual! Já pensando em quando voltar… Parabéns pelo serviço Hotel Refugio da Montanha.",jul. de 2021
Hotel Refugio da Montanha,5,Ótima estadia - Café da Manhã para celíacos,"Adoramos nossa hospedagem, hotel com ótimo atendimento, do check in com espumantes, até o check out com lanchinho para viagem. Garagem própria para estacionamento dos carros.  Solicitei com antecedência café da manhã sem glúten, que fosse seguro para celiacos, sem contaminação cruzada e me atenderam bem, oferecendo uma caixinha com opções da Mani Pura, uma empresa terceirizada que é especializada em comidas sem glúten/sem lactose que fornece para alguns hotéis da região.  Fiquei muito feliz e me sentindo segura!!  Nosso único porém foi que na localização do nosso quarto por estar próximo da cozinha do hotel, de manhã cedinho, ouvíamos barulhos dos equipamentos que estavam preparando o café da manhã e dos funcionários conversando. Mas solicitamos a troca de quarto e eles",jul. de 2021
Hotel Refugio da Montanha,5,Perfeito!,"Excelência do check-in ao check-out, desde a recepção com espumante até o kit viagem na hora de devolver o cartão do quarto! Todo o pessoal é extremamente simpático e solicito, o quarto é ótimo, cheio de amenidades e recebíamos mimos todos os dias! O café da manhã é fantástico e sempre bem variado! Estacionamento no subsolo do hotel com estacionamento. Por todas as vezes que viermos a gramado ficaremos neste hotel com certeza, zero defeitos.",jul. de 2021
Hotel Refugio da Montanha,5,Delícia de hotel!,"Hotel lindo, limpíssimo, super quentinho ( até o chão do banheiro é aquecido!! Atendimento excelente! Voltaria com certeza!! Café da manhã ótimo! Eles fazem tapioca e omelete na hora! Fomos muito bem recebidos, e na hora de ir embora ainda recebemos um mimo de boa viagem!",jul. de 2021
Hotel Refugio da Montanha,5,Experiencia satisfatoria,"Atendimento excepcional das equipes , café da manha muito bom , restaurante com pratos bem razoáveis , mas deixando a desejar na carta de vinhos . Localização tranquila em uma região silenciosa e boa para caminhadas .",jul. de 2021
Hotel Refugio da Montanha,5,Avaliação - Hotel,"Muito bom, atendimento excelente, as instalações muito bonitas, os quartos confortáveis, café da manhã com uma excelente variedade e os funcionários com todo cuidado com os protocolos de combate ao COVID",jul. de 2021
Hotel Refugio da Montanha,5,Estadia perfeita,"Equipe atenciosa, hotel novo, limpo, quarto confortavel e café da manhã ótimo. O banheiro é aquecido no inverno!!  Em uma caminhada de 15 minutos você chega ao centro de gramado. Foi impecável, volto logo",jul. de 2021
Hotel Refugio da Montanha,5,Excelente hotel em Gramado ! Nota 1000!,"Amamos a nossa estadia! Viajamos com nosso bebê de 8 meses e nossa cachorrinha (mediante aviso previo e custo extra, o qual foi muito bem pago - com caminha, e potinhos para agua e ração à disposição ) O hotel forneceu tbm berço para o bebê, já estava montado e prontinho para uso! Hotel com calefação em todos os cômodos. Café da manhã bem completo e saboroso! Quarto extremamente confortável, limpo e aconchegante. Banheiro com piso aquecido e chuveiro bem quentinho e com boa pressão. Todos os funcionários sempre foram super atenciosos e prestativos! Pedimos sopa de queijo no pão para janta e estava maravilhosa!! O hotel é bem localizado e conta com manobrista. Recomendo a todos esta excelente experiência!",jul. de 2021
Hotel Refugio da Montanha,5,Aniversário Casamento,"Hotel simplesmente maravilhoso. Desde o início onde nos recebem com um Drink boas vindas ( espumante , café, água ), passam as orientações, indicações e nos ajudam com as malas. Hotel limpo, novo, moderno e com instalações ótimas. Ficamos no quarto com hidromassagem e AMAMOS Informamos sobre nosso aniversário de casamento e nos recepcionaram com espumante, chocolates de Gramado, morangos e pétalas de rosas na banheiro. Um mimo só. Café da manhã delicioso e super atende todos os gostos Ganhamos massagem cortesia .  Super indico esse hotel para amigos e familiares e com certeza iremos retornar .   Obrigada Refúgio da Montanha por momentos maravilhosos que vivemos aí.",jul. de 2021
Hotel Refugio da Montanha,5,Hotel de ótima qualidade!,"Me hospedei no hotel no dia 14 de junho de 2021, chegando no quarto fui surpreendida pela decoração romântica encomendada pelo meu noivo, tudo lindo, espumante,balões de coração, morango é uma caixa de chocolate incrível!! O quarto é maravilhoso, espaçoso, a televisão smart e a banheira uma delícia!! Fomos bem atendidos do começo ao fim, o atendente Daniel sempre se mostrou solicito. Fiz a massagem e foi uma experiência super relaxante. Recomendo de olhos fechados, sempre que puder me hospedarei no hotel!",jun. de 2021
Hotel Refugio da Montanha,5,Hospedagem Fantástica!!!,"Fiquei hospedado entre os dias 14/06 e 18/06, e só tenho a agradecer o excelente atendimento de toda a equipe. O hotel possui ótima infra-estrutura, vários mimos para os hóspedes e um café-da-manhã diferenciado. Muito bem localizado em Gramado. Ficamos no quarto Grand Suite, espetacular. A decoração especial e comemorativa que solicitei pra minha noiva também foi muito bem feita.  Gostaria de ressaltar o atendimento do Daniel, com certeza foi um atendimento fora da curva e que melhorou ainda mais nossa percepção do hotel. Com certeza voltaremos. Parabéns à toda equipe do hotel.   Os protocolos sanitários contra a covid-19 foram bem seguidos, mas gostaria de dar apenas uma sugestão: os funcionários precisam utilizar máscaras melhor ajustadas ao rosto, as máscaras só são eficazes",jun. de 2021
Hotel Refugio da Montanha,5,Simplesmente Sensacional!!!!,"Hotel deslumbrante! Atendimento nota 10! Todos os colaboradores são muito atenciosos! Tem mimos e cortesias que não vou contar aqui para não dar spoiler, pois recomendo que vc que está lendo o post confira por si mesmo! ",jun. de 2021
Hotel Refugio da Montanha,5,Um ótima experiência,Hotel lindo e aconchegante!! Uma região tranquila e linda. Saindo do agito do centro da cidade.  Café da manhã por ser durante a pandemia fica um pouco confuso pois não podemos se servir e deixam apenas uma pessoa pra fazer o serviço.  Funcionários atenciosos,jun. de 2021
Hotel Refugio da Montanha,5,Junho/21,"Excelente trabalho, educação e gentileza de todos os funcionários. Café da manhã com muita variadade de alimentos. Hall de entrada e sala bem aconchegante, com lareira, agradável de ficar. E meu pet foi muito bem vindo, recebeu agradinhos!",jun. de 2021
Hotel Refugio da Montanha,5,Hotel,"Excelente acomodações e atendimento dos profissionais.  Bem localizado o hotel, próximo dos pontos turísticos. Café da manhã com grande variedades e bom menu. Massoterapeuta Edoânia Lima atenciosa e boa profissional.   Ótima estadia!!",jun. de 2021
Hotel Refugio da Montanha,5,Experiência incrível,"Ficamos encantados com o hotel, recomendo!  Super aconchegante e com atendimento espetacular! A aérea da recepção é muito bonita e já chegamos sendo recebidos com espumante. Os quartos são muito quentinhos e limpinhos. Café da manhã muito bem servido e com todos os devidos cuidados.  Nota 1000  !!!!",jun. de 2021
Hotel Refugio da Montanha,5,Perfeito,"Nota 10. Recepção maravilhosa, já iniciamos o checkin com uma taça de champanhe! No quarto tudo bem limpo e quentinho! Bom café da manhã. Ao final ainda deram um kit de boa viagem… Muita atenção com os clientes, adoramos!",jun. de 2021
Hotel Refugio da Montanha,4,Casamento gabriel,"Hotel super charmoso, localizado em uma área de montanhas, fora do centro nervoso de gramado. Pessoal muito atencioso e prestativo. Quarto aconchegante. Café da manhã, apesar das restrições, de boa qualidade. Apenas uma ressalva: a academia deixa a desejar. Como gosto de me exercitar, ficou aquém.",jun. de 2021
Hotel Refugio da Montanha,5,Tudo perfeito!,"Estivemos no hotel dos dias 21 a 25 e gostamos de tudo: quarto limpo, bem mantido, espaçoso e com vista para árvores. O hotel encanta muito por sua arquitetura, beleza e decoração das áreas comuns e elevador panorâmico. Levamos nossa cachorrinha para a viagem e todos a trataram com muito carinho e atenção. O café da manhã é delicioso.",jun. de 2021
Hotel Refugio da Montanha,5,HOTEL INCRÍVEL,"Hotel incrível demais, acomodações perfeitas e o atendimento então, estou encantada! Todos muito solícitos para nos atender. Café da manhã ótimo e super organizado na pandemia. Excelente experiência!!! O hotel está bem preparado para receber na pandemia, café da manhã não aglomera várias pessoas, pessoas para te servir a todo tempo!  Durante a estadia foi meu aniversário e me surpreendi ao chegar no quarto e ter um lindo bolinho é uma carta do hotel!  Em tudo que precisamos, todos do hotel nos serviram MUITO BEM!   Voltaria sempre para esse hotel",jun. de 2021
Hotel Refugio da Montanha,5,São João em Gramado,"Hotel excelente! Uma ótima estrutura, com funcionários super gentis e prestativos. Bem localizado, muito conforto, bem decorado e com um ótimo café da manhã. A equipe de funcionários observam os protocolos de higiene e segurança do Covid. Recomendo!!",jun. de 2021
Hotel Refugio da Montanha,5,Hotel maravilhoso,"Fomos eu, meu marido e nossas duas Bulldogs Inglês! As estadias, tanto nossa quanto delas, foi maravilhosa. Pra quem tem animal de estimação e faz questão de levá-los, este hotel é sensacional. Estrutura ótima, atendimento maravilhoso e ótima localização. Recomendo!",jun. de 2021
Hotel Refugio da Montanha,5,Excelente atendimento!,"O atendimento é muito bom e cordial! A equipe é super atenciosa e gentil. Eventualmente até demais, pois outros hóspedes infringiam regras do hotel e sanitárias (contra covid) sem serem importunados pela equipe. Como não nos sentimos em risco não reclamamos na hora, mas um pouco mais de firmeza com as regras pode transmitir mais segurança aos hóspedes. Também achamos o isolamento acústico bastante fraco, podíamos ouvir qualquer conversa do quarto ao lado! Ainda mais o barulho de motor da banheira, música e televisão! Não sei se o problema é só do andar onde ficamos ou de toda estrutura do hotel, mas o incomodo depende muito de quem está de vizinho né? De qualquer forma, a infraestrutura oferecida pelo hotel e as comodidades do quarto merecem nosso elogio! Fomos mimados desde o",jun. de 2021
Hotel Refugio da Montanha,5,Excelente custo benefício,"Excelente atendimento, colaboradores muito atenciosos e a estrutura do hotel é excelente. O café da manhã é mediano, mas atende muito bem. Bem localizado, e como é fora do centro, e bem silencioso. A academia também atendeu às nossas necessidades.",jun. de 2021
Hotel Refugio da Montanha,5,Melhor hotel!,"O hotel é sensacional! Melhor lugar que poderia ficar em Gramado. Café da manhã excepcional. Todos os funcionários maravilhosos. O hotel fica na melhor localização da cidade, perto do centro e dos melhores restaurantes! Só tenho elogios ",jun. de 2021
Hotel Refugio da Montanha,5,Excelente,"O hotel possui acomodações muito confortáveis, funcionários educados e um excelente café da manhã. O sistema de calefação é bastante eficiente. A limpeza dos cômodos é impecável. O chuveiro é tem bastante pressão e é bem quente. ",jun. de 2021
Hotel Refugio da Montanha,5,Final de semana Refúgio da Montanha,"Eu e meu noivo somos de POA e possuímos 2 buldogues franceses, ficamos hospedados no hotel. Primeiramente, já fomos em diversos hotéis em Gramado e Canela e NENHUM se comparou com o atendimento deste hotel, tanto conosco, quanto com nossos cachorros. Hotel limpo, organizado, de muito bom atendimento e o melhor hotel que ficamos na serra Gaúcha! Ao final da estadia, nos deram um ""kit"" viagem com água e petiscos para viagem. Parabéns ao hotel e a administração do mesmo, voltaremos com toda a certeza!",jun. de 2021
Hotel Refugio da Montanha,5,Ótima estadia,"Nossa estadia foi maravilhosa. Desde o início todos os funcionários muito atenciosos e educados. Ficamos na suíte 404, com hidromassagem. É ótima, super espaçosa. O café da manhã é muito bom, comida saborosa e variada. Os funcionários do café da manhã foram super atenciosos em relação a minha intolerância à lactose.",jun. de 2021
Hotel Refugio da Montanha,5,Aconchegante!,"Estadia maravilhosa! Hotel limpo, silencioso, aconchegante (impossível passar frio no hotel!). Funcionários prestativos e educados. Bem localizado, aproximadamente 1 km do centro e 1 km do lago negro, em uma rua tranquila. Tem estacionamento e manobrista. Café da manhã com muita variedade. Recomendo o hotel!",jun. de 2021
Hotel Refugio da Montanha,5,Avaliação hotel,"Ótimo hotel, ambiente limpo, todo o hotel é muito bonito e de bom gosto, quarto confortável. O café é gostoso e com muita variedade. O atendimento dos funcionários é excelente, são muito educados e atenciosos. Dão brinde de boas vindas na chegada e na saída kit boa viagem. Adorei este hotel, com certeza voltarei quando for novamente a Gramado.",jun. de 2021
Hotel Refugio da Montanha,5,Encantada!,"O hotel me surpreendeu em todos os sentidos, atendimento, restaurante, café da manhã, aquecimento do hotel, piso do banheiro aquecido, quarto impecável. Atendimento de excelência pela equipe, recepção linda. Minha experiência foi espetacular. Obrigada hotel refúgio da montanha.",jun. de 2021
Hotel Refugio da Montanha,5,Excelente!,"Tivemos uma ótima estadia. Tudo muito bom!! Recepção, atendimento, café da manhã (especialmente a tapioca feita na hora!), quartos, ambiente, decoração, climatização, tudo excelente! Com certeza voltaríamos.",jun. de 2021
Hotel Refugio da Montanha,5,Experiência Maravilhosa,"Hotel nota 10, quartos amplos , extremamente limpos, cama excelente , melhor café da manhã de Gramado sem sombra de dúvidas , fomos no Dia dos Namorados e o Hotel estava todo decorado um encanto só! Jantar delicioso , funcionários muito educados e prestativos 🤎 é a segunda vez que me hospedo no Refúgio da Montanha e já quero voltar em breve !",jun. de 2021
Hotel Refugio da Montanha,5,Perfeição!!!!,"Melhor hotel em atendimento e instalação que já tive a experiência de hospedagem. Equipe muito eficiente e educada, acomodações e localização acima da média. Merece estar cotado entre os melhores hotéis do país. Voltaria e vou recomendar a todos.",jun. de 2021
Hotel Refugio da Montanha,5,Excelente experiência,"Excelente atendimento! Os funcionários do hotel foram muito atenciosos e receptivos. Estava tudo muito limpo e organizado, confortável, quentinho, recebemos mimos na chegada e kit de viagem no checkout. Ótimos drinks! Excelente localização, perto de vários pontos turísticos, fizemos tudo a pé. Quarto bem confortável, estava sempre limpo e quando chegávamos de volta ao hotel já estava tudo limpo de novo e com o aquecedor ligado. Café da manhã é bem servido com muita variedade de frutas, bolos, salgados e muito mais, e tomaram o cuidado de perguntar se tínhamos restrições alimentares para servir alimentos de acordo com as restrições. Você também pode pedir algumas opções no café da manhã que estão no cardápio. O café pode ser servido no quarto. O hotel é pet friendly de verdade, e",jun. de 2021
Hotel Refugio da Montanha,5,Recomendadíssimo,"Ótima hospitalidade, funcionários muito educados, tudo muito limpo e bem arrumado. Quarto aconchegante e moderno! Café da manhã excelente, com várias opções. Muito legal que aceitam pets! Com certeza voltaremos!",jun. de 2021
Hotel Refugio da Montanha,5,Excelente. Perfeito. O melhor hotel que já fiquei hospedado. Pet friendly e super bem localizado. Na descrição explico.,"Nunca fui tão bem atendido em uma hotel. Atendimento 6 estrelas, estrutura excelente. Do restaurante às acomodações e ao atendimento. Olha que viajo bastante. A localização é perfeita, próxima a cidade e próximo a uma das entradas de gramado. Mantem um ambiente reservado e tem Uma ótima adega de vinhos.",jun. de 2021
Hotel Refugio da Montanha,5,Excelente atendimento,"Hotel aconchegante, excelente serviço. Super atentos a questão de segurança quanto ao covid. Café da manhã bem servido, apenas em um dos dias aconteceu uma certa aglomeração, mesmo com agendamento de horário, mas assim que as coisas se tranquilizaram foram super solícitos, pediram desculpas e atenderam aos nossos pedidos. Sem reclamações",jun. de 2021
Hotel Refugio da Montanha,5,Sensacional,"Hotel muito bom, ambientes confortáveis e bem limpos….e equipe muito atenciosa!! Tratam o hóspede muito bem, com mimos e realmente estão preocupados com o bem-estar do hóspede!! Café da manhã muito bom….com várias opções e produtos gostosos",jun. de 2021
Hotel Refugio da Montanha,5,Muito Bom,"Quarto aconchegante, super limpo e espaçoso, café da manhã maravilhoso, com uma variedade incrível de frutas, doces e salgados, atendimento impecável pelos funcionários... Experiência muito boa, com certeza voltaremos a se hospedar no hotel...",jun. de 2021
Hotel Refugio da Montanha,5,Excelente massagem,"Hotel muito bem cuidado, com excelente recepção de boas vindas e pequenos cuidados que fazem toda a diferença na hospedagem. Todo pessoal atende muito bem. Tem um spa com Excelente massagista Edvania Lima! Amei reflexologia e recomendo a todos.",jun. de 2021
Hotel Refugio da Montanha,5,MARAVILHOSO,Que excelência!! Em tudo e em todos os momentos. Nunca tinha estado num hotel tão maravilhoso e sido tão bem recebida e tratada. Nosso merecimento foi a mil. Comemor o aniversário do meu esposo no café da manhã foi uma surpresa!,jun. de 2021
Hotel Refugio da Montanha,5,Excelente,"Fomos bem recebido, funcionários sempre disposto a ajudar, acomodação de alta qualidade, limpeza e conforto nota 10!!!!! Eu e minha família adoramos. Pretendo retornar no próximo ano, Recomendo a todos.",jun. de 2021
Hotel Refugio da Montanha,5,Hotel maravilhoso,"Parabéns, pelo excelente atendimento, funcionários extremamente simpáticos, gentis.   O café da manhã farto com muitas opções e qualidade , quarto muito confortável. Fomos muito bem tratados o inicio ao fim da nossa estadia.  ",jun. de 2021
Hotel Refugio da Montanha,5,Hotel maravilhoso!!!,"Hotel é excelente, o atendimento dos colaboradores é muito bom, tudo limpinho, piso do banheiro aquecido, quartos amplos, café da manha é ótimo,  localização é boa também, somente elogios, indico a todos.",jun. de 2021
Hotel Refugio da Montanha,5,Perfeito!!Maravilhoso!!,"Perfeito! Tudo maravilhoso!! Nota mil!Educadíssimos, tudo muito organizado! Muito atenciosos! Até um kit viagem eles te oferecem! Com certeza voltarei e indicarei para todos! Sensacional!! Ficamos encantados, mal vejo a hora de voltar.",jun. de 2021
Hotel Refugio da Montanha,5,Melhor hotel de Gramado!,"Hotel maravilhoso! Café da manhã fantástico, atendimento sem igual e suite maravilhosa! Voltaria e indico mil vezes!!  Pra mim, melhor hotel de gramado! Não vejo a hora de voltar para me hospedar novamente!",jun. de 2021
Hotel Refugio da Montanha,5,O único problema é ter de ir embora,"O quarto muito confortável, com uma cama que parece te abraçar. Acordar era difícil... Chuveiro delicioso, daqueles que não dá vontade de sair. Funcionários educadíssimos que te fazem sentir único. Café da manhã farto, delicioso e preocupado com a questão do covid. Massagem relaxante de cortesia com a Edivania que parecia um sonho! A camareira arrumava o quarto e todo dia deixava um mimo. Sabe aquela coisa de se sentir querido e valorizado? Hotel no qual volto e indico pros amigos. Ah, pet friendly! Acho muito legal possibilitar a hospedagem dos peludinhos.",jun. de 2021
Hotel Refugio da Montanha,4,Muito Boa a Estadia mas precisa de Atenção.,"Nos hospedamos na suíte 404. Precisam fazer algumas melhorias: 1) o barulho do elevador incomoda demais, principalmente de madrugada. Há uma caixa metálica ao lado da porta do mesmo que, a cada vez que é acionado, faz um barulho como se fosse uma martelada. 2) ausência de tomadas elétricas na habitação e também de uma mesa aparador para trabalho. 3) ausência de black out nas janelas. No mais o quarto é confortável e grande. Quero destacar a atenção dos funcionários, em especial a Carol (confeiteira), o Izeu (garçon), a Débora (recepção) e o Bruce (reservas). Foram excelentes conosco.",jun. de 2021
Hotel Refugio da Montanha,5,Acolhedor,Ambiente agradável e equipe treinada para atender bem o cliente. Aceitam os pets. Quartos bem decorados e aquecidos. Café da manhã adequado e com os cuidados necessários por conta da pandemia. Ambiente com lareira acessa tornando o ambiente acolherdor. ,jun. de 2021
Hotel Refugio da Montanha,5,Excelente,"Todos muito simpáticos, atenciosos e educados. Adoramos as instalações, o conforto e o piso aquecido no banheiro. E a champanhe e os mimos do quarto fecharam com chave de ouro. Foi uma experiência muito agradável e, com certeza, retornaremos.",jun. de 2021
Hotel Refugio da Montanha,5,Hotel maravilhoso,"Cuidado com os hóspedes desde o primeiro contato, no quarto algumas cortesias e mimos oferecidas por eles. Arrumação e cuidado com o quarto pelas camareiras. Hotel bem novo e de excelente qualidade. Fora o café da manhã que é maravilhoso, o único incômodo que por causa da pandemia eles que te servem no buffet, e num final de semana em que estava cheio o café ficou tumultuado. Mas valeu cada centavo foi uma experiência ótima.",mai. de 2021
Hotel Refugio da Montanha,5,Hotel maravilhosoooo,"Estavamos em lua de mel e ficamos por 6 dias no hotel. Fomos super bem atendidos, o hotel é lindo, os funcionários educadíssimos, o café da manhã maravilhoso apesar da pandemia a funcionária quem pegava no buffet o que queríamos. Passamos meu aniversário lá e tiveram o cuidado e capricho de nos presentear com um bolinho! Experiência fantástica!!! Nesse mundo de hoje difícil vermos o cuidado, a educação e o carinho que recebemos no hotel. Adoramos e com certeza voltaremos mais vezes!",mai. de 2021
Hotel Refugio da Montanha,5,Vale a pena!,"Hotel confortável, de ótimo atendimento, quentinho e aconchegante para a estada que tivemos no inverno. Limpeza impecável e café da manhã muito saboroso. Fica próximo ao centro, mas longe do barulho. Os quartos são amplos, bem distribuídos, calefação funciona super bem. E o melhor, Pet friendly!",mai. de 2021
Hotel Refugio da Montanha,5,Gostamos muito,"Nossa estadia foi ótima, os funcionários do hotel são muito agradáveis e prestativos, o quarto estava limpo e de acordo com as expectativas. Vamos voltar a se hospedar o hotel e na próxima vez levar nosso cachorrinho!!! ",mai. de 2021
Hotel Refugio da Montanha,5,Maravilhoso,"Hotel hiper moderno, arquitetura impecável, todos atendentes extremamente educados e atenciosos com o bem estar do hóspede, em especial aos atendentes do café, a Débora e ao Elias. Adorei a experiência.",mai. de 2021
Hotel Refugio da Montanha,5,Maravilhoso demais,"Hotel maravilhoso em tuso, ambiente, atendimento, quartos, localização!  Quando voltar a Gramado ficarei nele de novo com certeza! Fui eu e meu marido e não temos nada a reclamar! Vale muito a pena! Podem ir ",mai. de 2021
Hotel Refugio da Montanha,5,Excelente,"Localização ótima, o hotel fica a mais ou menos 5 minutos de carro da Av. Borges de Medeiros. Entorno calmo, familiar, ambiente interno em perfeitas condições, limpeza impecável, funcionários bem educados e prestativos. Agradeço a todos pela maneira com a qual eu e minha esposa fomos recebidos e tratados.",mai. de 2021
Hotel Refugio da Montanha,5,Espetacular,"Lugar moderno, com uma beleza admirável, conforto nota mil! Atendimento foi um dos melhores que já recebi. Todos os funcionários muito atenciosos e me fizeram sentir em casa. Em especial a Débora e o Elias. Super atenciosos e educados. Muito obrigado por tudo! Sempre que for voltar aí, não penso uma vez pra me hospedar no refugio da montanha! Com certeza um dos melhores hotéis do Brasil! ",mai. de 2021
Hotel Refugio da Montanha,5,Atendimento impecável.,"O atendimento foi maravilhoso, desde a recepção até o momento do check-out. O quarto é super confortável, com ótimo chuveiro e cama. Tivemos uma ótima experiência com o nosso cachorro que foi super mimado.",mai. de 2021
Hotel Refugio da Montanha,5,Quarto aconchegante,"Quarto aconchegante, bem decorado, com roupas de cama confortáveis e boas amenidades para banho. Café da manhã com boas opções. Equipe extremamente educada e atenciosa. Achei um gesto de muita delicadeza o ""kit boa viagem"" dado no check out. Com certeza voltaremos outras vezes.",mai. de 2021
Hotel Refugio da Montanha,4,Excelente atendimento!!,A equipe do hotel é nota 10!! Cafe da manhã tem melhores bolos que já comi durante viagens pelo Brasil. Cumprindo todas as diretrizes quanto atendimento a Covid 19. Amamos o quarto que ficamos - excelente ,mai. de 2021
Hotel Refugio da Montanha,3,Caro pelo que oferece,"Hotel novo, bom, bonito, com quartos normais. Nada de diferente.  Porem nao tem vagas suficientes na garagem, que tem dificil acesso e a localizacao do hotel deixa a desejar. Se comparado com outros da mesma categoria cobra valor bem acima.",mai. de 2021
Hotel Refugio da Montanha,5,the best,"o melhor a cortesia é encantadora, a limpeza excelente, as opções de travesseiros é demais, as pessoas trabalham entusiasmadas é muito bom se sentir assim acolhido, as opções de toalhas é farta, a roupa da cama muito bem preparada, a atenção dos atendentes no café é espetacular.",mai. de 2021
Hotel Refugio da Montanha,5,Maravilhoso,"Maravilhoso, voltaremos com toda certeza!!! Atendimento impecável, localização privilegiada, café da manhã delicioso! Um dos poucos hotéis que aceitam seu pet, porém a limpeza e higiene são nota 10000!!!!",mai. de 2021
Hotel Refugio da Montanha,5,Perfeito!,"Hotel novinho, próximo ao centro de Gramado.  Ficamos na Deluxe Suíte, a cama é maravilhosa, lençóis e travesseiros confortáveis.  Banheiro ótimo, ducha perfeita! Café da manhã assistido, por causa da pandemia, mas excelente! Toda a equipe muito gentil!",mai. de 2021
Hotel Refugio da Montanha,5,Maravilhoso,Atendimento nota 10 em todos os momentos. Equipe atenciosa! Café da manhã maravilhoso com diversas variedades e o restaurante também. Ótima localização. Bem confortável e o melhor de tudo: recebe nossos cães com muito carinho.,mai. de 2021
Hotel Refugio da Montanha,4,Dentro das expectativas ,"Quarto limpo, confortável. Staff gentil e educado. Fomos recebidos com um brinde de boas vindas e, ao final, presenteados com mimos do hotel. Café da manhã bom. A localização que não é muito privilegiada, mas nada que atrapalhe a estadia. ",mai. de 2021
